fighter_name,reach,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg,total_wins,total_losses,total_draws,height_cm,ufc_wins,ufc_losses,ufc_nc
Zelim Imadaev,76,1995-01-25,2.91,0.38,36.0,50.0,4.35,60.0,43.0,0.0,8,3,0,182.88,0,0,3
Fabiano Iha,,1970-07-28,1.73,2.88,47.0,40.0,2.49,50.0,42.0,2.9,9,5,0,172.72,0,0,7
Dan Ige,71,1991-08-06,3.76,1.07,45.0,26.0,3.53,58.0,57.0,0.3,17,7,0,170.18,0,0,15
Khadis Ibragimov,78,1995-05-21,3.55,0.97,49.0,30.0,4.26,80.0,47.0,0.3,8,4,0,190.5,0,0,4
Al Iaquinta,70,1987-04-30,4.06,0.63,40.0,18.0,4.53,74.0,61.0,0.2,14,7,1,177.8,0,0,15
Solomon Hutcherson,,1972-08-31,2.59,3.53,39.0,100.0,2.59,0.0,64.0,0.0,11,7,0 ,180.34,0,0,1
Mark Hunt,72,1974-03-23,2.81,0.51,43.0,55.0,2.9,64.0,51.0,0.2,13,14,1 ,177.8,0,0,18
Harry Hunsucker,75,1989-01-03,3.54,0.0,52.0,0.0,6.53,0.0,42.0,2.0,7,6,0,187.96,0,0,3
Sam Hughes,64,1992-06-28,3.79,1.12,46.0,41.0,4.23,57.0,54.0,0.0,8,5,0,165.1,0,0,7
Jeff Hughes,77,1988-05-17,3.95,0.71,51.0,50.0,3.67,45.0,60.0,0.0,10,4,0 ,187.96,0,0,4
Mark Hughes,,1973-10-13,0.9,3.0,47.0,50.0,0.4,0.0,42.0,4.5,6,2,0,175.26,0,0,1
Matt Hughes,73,1973-10-13,2.14,2.95,53.0,50.0,1.36,35.0,53.0,1.2,45,9,0,175.26,0,0,25
Roger Huerta,70,1983-05-20,3.64,2.13,36.0,46.0,2.33,52.0,56.0,0.5,23,9,1 ,175.26,0,0,8
Austin Hubbard,71,1991-12-22,3.83,1.55,46.0,52.0,3.37,63.0,56.0,0.0,16,7,0,177.8,0,0,8
Carlos Huachin,67,1996-06-04,2.1,0.0,21.0,0.0,4.8,66.0,50.0,0.0,10,5,1,162.56,0,0,2
Hu Yaozong,72,1995-04-07,3.35,0.0,48.0,0.0,5.09,33.0,35.0,0.4,3,3,0,190.5,0,0,3
Shane Howell,,1983-11-28,1.27,0.0,32.0,0.0,2.55,20.0,42.0,0.0,13,10,0,172.72,0,0,2
John Howard,72,1983-03-01,2.15,2.7,50.0,49.0,3.08,53.0,51.0,0.4,24,13,0,170.18,0,0,14
Brian Houston,,1981-04-26,1.9,0.95,35.0,100.0,3.67,87.0,53.0,0.0,4,6,0,187.96,0,0,2
Jeff Hougland,68,1978-08-02,1.86,0.86,48.0,18.0,3.46,0.0,47.0,1.1,10,6,0,170.18,0,0,3
Matt Horwich,,1978-10-02,1.11,0.33,62.0,9.0,2.16,28.0,38.0,2.7,30,25,1,185.42,0,0,2
Jamey-Lyn Horth,66,1990-03-30,5.07,0.0,73.0,0.0,4.2,75.0,58.0,0.0,6,0,0,170.18,0,0,1
Jeremy Horn,74,1975-08-25,1.19,1.83,39.0,38.0,1.99,29.0,55.0,1.1,91,22,5 ,185.42,0,0,13
Kyoji Horiguchi,66,1990-10-12,3.6,2.0,45.0,44.0,2.45,55.0,62.0,0.0,19,2,0,165.1,0,0,8
Yoshinori Horie,70,1995-05-10,2.76,0.0,49.0,0.0,5.65,0.0,48.0,0.0,8,2,0,172.72,0,0,1
Darrell Horcher,70,1987-07-28,2.05,0.35,44.0,50.0,4.21,47.0,39.0,0.7,13,4,0,177.8,0,0,4
Chase Hooper,74,1999-09-13,5.0,1.47,51.0,22.0,3.67,50.0,36.0,2.1,12,3,1,185.42,0,0,7
Dan Hooker,75,1990-02-13,5.08,0.79,48.0,34.0,4.76,80.0,51.0,0.4,23,12,0,182.88,0,0,21
Barb Honchak,65,1979-08-30,4.04,0.0,30.0,0.0,4.67,0.0,66.0,1.3,10,4,0,162.56,0,0,2
Mark Hominick,68,1982-07-22,4.08,0.25,42.0,66.0,4.18,71.0,69.0,0.9,20,12,0,172.72,0,0,7
Sabah Homasi,72,1988-10-19,4.98,2.8,48.0,50.0,6.91,66.0,47.0,0.0,11,8,0,182.88,0,0,3
Scott Holtzman,69,1983-09-30,4.32,1.88,47.0,56.0,3.66,67.0,55.0,0.2,14,6,0,175.26,0,0,13
Mark Holst,,1985-08-14,0.25,0.76,19.0,100.0,1.67,60.0,47.0,2.3,12,6,0,182.88,0,0,2
Paddy Holohan,69,1988-05-03,2.13,2.88,46.0,47.0,2.81,71.0,46.0,1.3,12,2,1,177.8,0,0,5
Kurt Holobaugh,70,1986-09-08,4.89,0.87,44.0,36.0,4.44,50.0,48.0,1.1,21,7,0 ,180.34,0,0,5
Joseph Holmes,80,1995-07-04,2.88,1.49,53.0,40.0,3.08,50.0,54.0,0.8,8,4,0,193.04,0,0,4
Rex Holman,,,2.75,0.0,34.0,0.0,7.25,100.0,40.0,0.0,4,2,0,190.5,0,0,1
Holly Holm,69,1981-10-17,3.21,0.9,40.0,30.0,2.79,78.0,56.0,0.1,15,6,0 ,172.72,0,0,15
Max Holloway,69,1991-12-04,7.17,0.27,47.0,53.0,4.75,84.0,59.0,0.3,25,7,0,180.34,0,0,28
Roger Hollett,,1978-10-08,1.83,1.0,47.0,28.0,6.47,30.0,34.0,0.0,13,5,0,180.34,0,0,2
Kevin Holland,81,1992-11-05,4.39,0.78,49.0,38.0,3.22,53.0,51.0,0.5,25,10,0 ,190.5,0,0,20
Chris Holdsworth,,1987-10-24,1.85,3.38,29.0,62.0,1.94,100.0,58.0,2.0,6,0,0,180.34,0,0,2
Andrew Holbrook,70,1986-02-06,2.2,0.85,49.0,18.0,3.0,10.0,54.0,2.1,12,3,0,180.34,0,0,5
Sam Hoger,,1980-06-28,1.07,1.12,25.0,38.0,2.25,29.0,57.0,1.3,10,4,0,187.96,0,0,5
Bobby Hoffman,,1968-10-28,2.02,1.17,70.0,50.0,1.32,0.0,19.0,1.2,36,10,1 ,187.96,0,0,3
Matt Hobar,70,1987-01-07,3.23,3.66,42.0,44.0,4.27,50.0,52.0,0.0,9,3,0,177.8,0,0,3
Kwan Ho Kwak,,1989-06-18,3.29,0.78,41.0,100.0,3.45,26.0,47.0,0.0,9,2,0,165.1,0,0,2
Mizuto Hirota,67,1981-05-05,3.36,1.36,40.0,50.0,3.5,58.0,54.0,0.1,18,10,2,170.18,0,0,7
Kuniyoshi Hironaka,70,1976-06-17,1.98,1.91,40.0,30.0,3.01,25.0,54.0,0.6,23,9,0,177.8,0,0,4
Hatsu Hioki,73,1983-07-18,2.42,2.55,42.0,56.0,2.12,54.0,65.0,0.6,29,10,2,180.34,0,0,8
Branden Lee Hinkle,,1973-07-29,2.61,4.34,69.0,57.0,3.91,66.0,26.0,4.3,17,11,0 ,190.5,0,0,3
Jamahal Hill,79,1991-05-19,7.31,0.0,54.0,0.0,3.35,73.0,47.0,0.0,12,1,0 ,193.04,0,0,8
Angela Hill,64,1985-01-12,5.46,0.54,49.0,29.0,4.97,76.0,61.0,0.1,15,13,0,160.02,0,0,23
Corey Hill,80,1978-10-03,3.57,3.02,46.0,80.0,1.61,100.0,70.0,0.0,6,9,0,193.04,0,0,3
Richie Hightower,,1974-11-26,4.62,3.46,35.0,100.0,6.92,100.0,21.0,0.0,8,4,0 ,172.72,0,0,1
Jason High,73,1981-10-12,1.28,2.36,42.0,63.0,1.56,37.0,48.0,2.8,21,6,0,172.72,0,0,5
Brady Hiestand,71,1999-04-30,2.93,4.06,52.0,46.0,3.65,42.0,53.0,0.3,8,2,0,172.72,0,0,3
Jay Hieron,75,1976-07-29,1.66,4.05,32.0,60.0,1.89,66.0,61.0,1.0,23,7,0,182.88,0,0,4
Jimy Hettes,71,1987-06-09,3.47,5.2,57.0,44.0,3.5,61.0,57.0,1.4,11,3,0,175.26,0,0,6
Clint Hester,77,1986-11-21,3.36,1.02,42.0,35.0,3.44,60.0,56.0,0.0,11,6,0,187.96,0,0,7
Heath Herring,78,1978-03-02,2.37,1.22,50.0,50.0,1.77,32.0,54.0,0.7,28,16,0 ,193.04,0,0,5
Felice Herrig,65,1984-09-18,3.84,1.08,37.0,28.0,5.19,75.0,48.0,0.8,14,10,0,162.56,0,0,10
Alvaro Herrera Mendoza,74,1990-05-14,1.89,0.0,38.0,0.0,3.4,33.0,55.0,1.1,9,6,0,182.88,0,0,4
Geane Herrera,66,1990-05-27,1.51,0.83,31.0,37.0,5.07,38.0,52.0,0.6,9,3,0,165.1,0,0,4
Carlos Hernandez,67,1993-10-25,5.51,1.24,46.0,16.0,4.41,65.0,49.0,0.3,9,2,0,172.72,0,0,3
Nohelin Hernandez,71,1994-03-01,1.32,0.71,34.0,50.0,2.63,37.0,52.0,0.0,9,4,0,177.8,0,0,2
Anthony Hernandez,75,1993-10-18,4.33,6.79,62.0,57.0,3.36,63.0,46.0,2.9,11,2,0 ,182.88,0,0,7
Alexander Hernandez,72,1992-10-01,4.63,1.2,41.0,31.0,4.9,60.0,56.0,0.1,14,7,0,175.26,0,0,12
Ramiro Hernandez,,1986-07-22,2.72,0.0,28.0,0.0,5.51,0.0,64.0,0.0,19,9,0,175.26,0,0,2
Jack Hermansson,77,1988-06-10,5.13,1.66,44.0,29.0,3.69,75.0,55.0,0.4,23,8,0,185.42,0,0,16
Dave Herman,77,1984-10-03,4.98,1.49,60.0,100.0,3.78,58.0,48.0,0.0,22,6,0,193.04,0,0,5
Ed Herman,77,1980-10-02,3.31,1.96,48.0,47.0,3.71,59.0,42.0,1.0,27,16,0 ,185.42,0,0,26
Jai Herbert,77,1988-05-13,2.69,0.2,41.0,10.0,3.15,57.0,45.0,0.0,12,5,1,185.42,0,0,7
Victor Henry,68,1987-05-04,8.26,0.0,54.0,0.0,5.95,78.0,47.0,0.6,23,6,0 ,170.18,0,0,4
Danny Henry,73,1988-07-17,5.2,0.74,51.0,33.0,4.16,50.0,45.0,2.2,12,4,0,182.88,0,0,4
Luis Henrique,74,1993-08-21,1.81,3.09,43.0,36.0,2.22,50.0,47.0,1.0,10,5,0 ,187.96,0,0,6
Cory Hendricks,,1988-05-10,3.13,0.0,39.0,0.0,4.07,100.0,42.0,0.0,3,1,0,190.5,0,0,1
Johny Hendricks,69,1983-09-12,3.49,3.83,45.0,46.0,3.99,63.0,53.0,0.3,18,8,0,175.26,0,0,21
Josh Hendricks,,1976-08-28,0.98,0.0,20.0,0.0,11.8,0.0,29.0,0.0,19,11,0 ,187.96,0,0,1
Benson Henderson,70,1983-11-16,2.93,2.4,45.0,45.0,1.79,63.0,63.0,0.8,24,7,0,175.26,0,0,14
Dan Henderson,74,1970-08-24,2.44,1.52,47.0,52.0,2.7,57.0,51.0,0.3,32,15,0,180.34,0,0,18
Delson Heleno,,1977-11-16,0.69,0.0,75.0,0.0,4.83,0.0,19.0,0.0,29,10,0,180.34,0,0,1
Marcin Held,71,1992-01-18,1.41,2.46,34.0,46.0,2.02,37.0,47.0,1.3,23,7,0,175.26,0,0,4
Ian Heinisch,72,1988-08-05,3.25,1.02,50.0,17.0,2.98,59.0,59.0,0.7,14,5,0,180.34,0,0,7
Nick Hein,66,1984-04-24,2.65,0.86,35.0,33.0,3.61,83.0,59.0,0.0,14,5,0 ,167.64000000000001,0,0,8
Jake Hecht,73,1984-02-09,3.26,2.04,47.0,37.0,2.76,40.0,56.0,0.0,11,4,0,182.88,0,0,3
Chris Heatherly,,1987-11-24,1.08,3.39,45.0,50.0,2.67,100.0,52.0,0.7,9,4,0 ,175.26,0,0,2
David Heath,72,1976-02-10,1.48,0.33,30.0,50.0,5.16,57.0,49.0,1.0,18,7,0,180.34,0,0,5
Pat Healy,72,1983-07-20,2.57,3.08,36.0,37.0,2.57,55.0,50.0,1.1,34,23,0 ,182.88,0,0,6
James Head,73,1984-02-09,2.75,0.41,48.0,100.0,3.11,66.0,49.0,0.8,9,4,0,185.42,0,0,5
Dustin Hazelett,76,1986-04-29,2.24,0.55,40.0,50.0,3.51,25.0,46.0,4.1,12,7,0,185.42,0,0,10
Josh Haynes,,1977-07-30,1.25,0.94,22.0,18.0,4.03,42.0,52.0,0.0,14,11,0,175.26,0,0,3
Tommy Hayden,,1986-03-11,1.48,3.42,27.0,33.0,2.05,66.0,55.0,0.0,11,3,0,175.26,0,0,2
Phil Hawes,77,1989-01-08,5.55,2.28,59.0,36.0,3.7,100.0,55.0,0.2,12,5,0,182.88,0,0,7
John Hathaway,75,1987-07-23,3.4,2.61,40.0,43.0,1.8,60.0,62.0,0.9,17,2,0,185.42,0,0,9
Hayder Hassan,,1982-10-20,2.11,0.0,46.0,0.0,3.16,25.0,48.0,0.0,6,3,0,177.8,0,0,2
Chris Haseman,,1969-06-02,0.93,0.0,70.0,0.0,4.67,40.0,28.0,2.0,20,17,0,180.34,0,0,1
Clay Harvison,74,1980-09-25,3.29,0.66,48.0,100.0,3.91,68.0,58.0,1.3,13,6,0,185.42,0,0,3
Dale Hartt,69,1979-04-04,1.14,1.22,35.0,100.0,1.55,25.0,66.0,2.5,6,3,0,177.8,0,0,3
Collin Hart,,1989-10-12,6.33,2.0,44.0,16.0,7.53,50.0,51.0,0.0,6,3,1,185.42,0,0,1
Carlston Harris,76,1987-07-09,2.93,2.05,49.0,29.0,2.44,55.0,53.0,0.8,19,5,0,182.88,0,0,5
Walt Harris,77,1983-06-10,3.05,0.29,39.0,28.0,3.33,70.0,54.0,0.1,13,10,0 ,195.57999999999998,0,0,16
Phil Harris,65,1983-09-04,2.34,1.76,26.0,21.0,3.16,60.0,68.0,0.0,22,12,0 ,162.56,0,0,5
Gerald Harris,77,1979-11-19,1.41,2.96,29.0,54.0,1.58,72.0,62.0,0.0,23,5,0,180.34,0,0,4
Greg Hardy,80,1988-07-28,4.79,0.2,50.0,33.0,3.31,64.0,55.0,0.0,7,5,0 ,195.57999999999998,0,0,10
Veronica Hardy,64,1995-10-30,3.35,1.34,46.0,40.0,4.38,55.0,45.0,0.5,7,4,1,162.56,0,0,6
Dan Hardy,74,1982-05-17,2.46,0.73,35.0,35.0,3.44,35.0,51.0,0.4,25,10,0 ,182.88,0,0,10
Antoni Hardonk,78,1976-02-05,3.4,0.0,61.0,0.0,3.07,40.0,46.0,0.9,8,6,0,193.04,0,0,8
Nasrat Haqparast,72,1995-08-22,5.73,0.32,44.0,20.0,5.26,78.0,64.0,0.0,15,5,0,177.8,0,0,11
Kay Hansen,63,1999-08-14,3.01,1.83,50.0,22.0,3.19,37.0,51.0,0.8,7,6,0,157.48000000000002,0,0,4
James Hammortree,,1983-11-29,1.93,2.0,30.0,50.0,4.13,100.0,44.0,1.0,6,3,0,190.5,0,0,1
Jared Hamman,75,1982-03-07,5.15,1.57,42.0,46.0,3.93,30.0,55.0,0.0,14,6,0,190.5,0,0,7
Anthony Hamilton,76,1980-04-14,3.91,2.62,65.0,42.0,3.02,78.0,45.0,0.0,15,9,0,195.57999999999998,0,0,10
Matt Hamill,76,1976-10-05,3.69,3.0,42.0,34.0,3.8,91.0,61.0,0.0,12,8,0,185.42,0,0,15
Seo Hee Ham,62,1987-03-08,4.2,0.0,39.0,0.0,5.15,66.0,61.0,0.2,17,8,0,157.48000000000002,0,0,4
John Halverson,,1972-09-08,2.94,0.0,43.0,0.0,5.29,66.0,47.0,2.0,16,8,0 ,175.26,0,0,2
Piotr Hallmann,71,1987-08-25,3.98,2.55,45.0,44.0,3.17,70.0,58.0,0.4,18,6,0,175.26,0,0,6
Dennis Hallman,72,1975-12-02,1.12,1.79,44.0,30.0,1.96,25.0,43.0,2.1,53,20,2 ,175.26,0,0,9
Ryan Hall,70,1985-02-22,2.38,0.22,50.0,9.0,1.33,0.0,65.0,2.2,9,2,0,177.8,0,0,6
Uriah Hall,79,1984-07-31,3.23,0.54,48.0,38.0,3.85,64.0,54.0,0.1,18,11,0,182.88,0,0,19
Tim Hague,76,1983-05-09,2.79,1.72,47.0,33.0,4.14,85.0,46.0,0.9,21,13,0,193.04,0,0,5
Bassil Hafez,72,1992-01-31,2.13,3.0,25.0,15.0,5.53,50.0,39.0,0.0,8,4,1,180.34,0,0,1
Damir Hadzovic,70,1986-08-08,3.36,0.78,48.0,55.0,3.26,34.0,62.0,0.2,14,7,0,175.26,0,0,9
Jake Hadley,70,1996-08-03,3.42,0.32,44.0,25.0,3.2,35.0,60.0,2.2,10,2,0,170.18,0,0,4
Chris Gutierrez,67,1991-04-22,5.04,0.34,57.0,37.0,2.73,71.0,65.0,0.1,20,5,2,175.26,0,0,11
Horacio Gutierrez,,1990-09-15,0.86,0.0,26.0,0.0,2.91,50.0,46.0,0.0,4,3,0,177.8,0,0,2
Alexander Gustafsson,79,1987-01-15,4.03,1.53,40.0,39.0,3.53,83.0,51.0,0.4,18,8,0,195.57999999999998,0,0,18
Andre Gusmao,,1977-05-19,2.79,0.0,43.0,0.0,3.28,60.0,60.0,0.0,6,3,0,182.88,0,0,2
Bogdan Guskov,76,1992-09-12,2.12,0.0,32.0,0.0,6.9,0.0,43.0,0.0,14,3,0,190.5,0,0,1
Jorge Gurgel,69,1977-01-25,3.37,0.81,32.0,23.0,3.62,60.0,62.0,0.5,14,10,0,170.18,0,0,7
John Gunther,72,1985-11-24,1.65,7.08,37.0,42.0,3.72,0.0,46.0,0.0,5,1,0,175.26,0,0,2
John Gunderson,69,1979-01-05,1.04,1.67,27.0,33.0,1.71,11.0,58.0,2.0,35,16,2,175.26,0,0,3
Leonardo Guimaraes,,1982-04-15,2.35,0.0,56.0,0.0,2.99,52.0,44.0,1.0,11,5,0 ,182.88,0,0,2
Marcelo Guimaraes,73,1983-06-25,4.67,1.99,51.0,13.0,4.41,0.0,62.0,0.0,9,2,1,182.88,0,0,4
Melvin Guillard,71,1983-03-30,2.96,1.3,40.0,63.0,1.85,61.0,66.0,0.2,32,18,2 ,175.26,0,0,22
Clay Guida,70,1981-12-08,2.63,3.16,33.0,36.0,3.01,69.0,61.0,0.6,38,20,0,170.18,0,0,35
Shannon Gugerty,71,1981-12-30,1.25,2.13,39.0,27.0,1.88,50.0,58.0,3.4,15,7,0,177.8,0,0,5
Nandor Guelmino,,1975-12-20,3.62,0.0,56.0,0.0,3.16,42.0,33.0,0.0,11,5,1,190.5,0,0,1
Wang Guan,71,1986-03-14,4.73,0.0,43.0,0.0,3.27,0.0,60.0,0.0,20,1,1,175.26,0,0,1
Mike Grundy,72,1987-01-03,2.09,4.06,45.0,28.0,4.45,50.0,56.0,0.4,12,4,0,170.18,0,0,4
Vik Grujic,73,1977-02-06,2.24,1.18,48.0,33.0,3.39,26.0,41.0,0.4,6,6,0,180.34,0,0,4
Chris Gruetzemacher,68,1986-06-16,6.18,0.21,57.0,50.0,4.96,65.0,52.0,0.0,15,5,0,172.72,0,0,7
Neil Grove,,1971-01-18,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.3,12,8,1,198.12,0,0,1
Kendall Grove,79,1982-11-12,2.31,0.49,41.0,45.0,2.4,56.0,54.0,1.7,23,17,0 ,198.12,0,0,13
Josh Grispi,74,1988-10-14,1.44,1.97,41.0,36.0,3.71,16.0,50.0,2.2,14,5,0,180.34,0,0,4
Maxim Grishin,78,1984-05-02,3.26,0.21,52.0,16.0,2.27,66.0,58.0,0.0,32,10,2,190.5,0,0,5
Chad Griggs,73,1978-05-15,2.67,1.51,50.0,66.0,2.22,41.0,46.0,0.0,11,3,0,185.42,0,0,2
Jordan Griffin,73,1990-02-28,2.52,1.45,46.0,35.0,3.02,42.0,50.0,1.9,18,9,0,177.8,0,0,5
Max Griffin,76,1985-11-29,4.09,1.48,49.0,41.0,3.94,69.0,57.0,0.3,19,10,0,180.34,0,0,15
Tyson Griffin,68,1984-04-20,3.71,1.87,41.0,46.0,2.3,59.0,65.0,0.9,16,8,0,167.64000000000001,0,0,14
Forrest Griffin,77,1979-03-16,4.38,1.05,36.0,48.0,2.81,57.0,61.0,0.7,19,7,0,190.5,0,0,15
Matt Grice,70,1981-07-29,4.09,2.19,53.0,37.0,2.69,82.0,56.0,0.5,15,5,0,172.72,0,0,7
Maurice Greene,80,1986-07-05,3.28,0.0,45.0,0.0,3.61,27.0,45.0,0.4,9,7,0,200.66,0,0,8
Gabe Green,73,1993-05-02,6.28,0.83,45.0,50.0,6.95,53.0,47.0,0.3,11,5,0,177.8,0,0,5
Desmond Green,73,1989-10-11,3.7,1.62,46.0,50.0,2.51,75.0,69.0,0.0,23,8,0,177.8,0,0,7
Bobby Green,71,1986-09-09,6.15,1.21,52.0,37.0,3.66,74.0,62.0,0.3,31,14,1 ,177.8,0,0,23
Michael Graves,71,1991-01-08,1.25,4.8,54.0,52.0,1.47,66.0,58.0,0.4,6,0,1,177.8,0,0,3
Tony Gravely,69,1991-09-28,3.82,5.4,48.0,41.0,4.47,52.0,44.0,0.3,23,9,0,165.1,0,0,8
Alexa Grasso,66,1993-08-09,4.67,0.41,43.0,45.0,3.95,59.0,58.0,0.6,16,3,1,165.1,0,0,12
Dwight Grant,76,1984-09-14,3.29,0.61,36.0,100.0,2.66,66.0,60.0,0.0,11,6,0,185.42,0,0,8
Davey Grant,69,1985-12-18,4.77,1.26,42.0,41.0,3.82,61.0,55.0,0.2,15,7,0,172.72,0,0,12
TJ Grant,72,1984-02-26,3.95,1.63,54.0,43.0,3.21,36.0,56.0,0.6,21,5,0,177.8,0,0,11
Miranda Granger,68,1992-04-13,2.79,0.0,47.0,0.0,2.57,33.0,57.0,0.0,7,3,0,170.18,0,0,4
Kron Gracie,70,1988-07-11,3.74,0.47,44.0,25.0,6.82,0.0,53.0,0.5,5,2,0,175.26,0,0,3
Roger Gracie,79,1981-09-26,1.78,1.87,35.0,53.0,1.79,60.0,61.0,1.9,8,2,0,193.04,0,0,1
Rolles Gracie,,1978-07-14,2.3,2.3,32.0,10.0,3.38,0.0,55.0,0.0,8,4,0,193.04,0,0,1
Renzo Gracie,,1967-03-11,1.71,1.13,41.0,20.0,1.67,40.0,55.0,0.8,13,7,1 ,177.8,0,0,1
Royce Gracie,,1966-12-12,0.88,0.0,41.0,0.0,1.13,66.0,37.0,0.8,15,2,3,185.42,0,0,10
Damian Grabowski,75,1980-05-12,4.0,0.0,36.0,0.0,7.65,0.0,51.0,0.0,20,5,0,185.42,0,0,3
Wilson Gouveia,76,1978-10-03,3.02,0.9,39.0,66.0,4.06,57.0,56.0,2.2,14,8,0,185.42,0,0,10
Thibault Gouti,72,1987-02-27,3.68,1.23,34.0,80.0,5.64,83.0,50.0,0.3,12,5,0,177.8,0,0,6
Jonathan Goulet,73,1979-07-13,1.61,4.17,41.0,70.0,2.01,45.0,46.0,0.6,23,12,0 ,182.88,0,0,9
Chase Gormley,,,3.6,3.12,42.0,42.0,6.03,0.0,44.0,1.0,14,6,0 ,190.5,0,0,2
Tim Gorman,,1983-04-29,2.73,1.0,31.0,9.0,5.57,33.0,46.0,0.0,9,4,0,165.1,0,0,2
Themba Gorimbo,77,1991-01-23,1.8,3.47,59.0,50.0,1.71,66.0,42.0,0.0,11,4,0,185.42,0,0,2
Alex Gorgees,74,1995-08-11,0.67,0.0,32.0,0.0,2.27,54.0,38.0,0.0,6,1,0,187.96,0,0,1
Tresean Gore,75,1994-06-21,3.04,3.04,53.0,71.0,6.13,81.0,47.0,1.2,5,2,0,182.88,0,0,3
Malcolm Gordon,71,1990-05-19,1.93,1.61,42.0,30.0,2.26,9.0,42.0,0.8,14,7,0,170.18,0,0,6
Jared Gordon,68,1988-09-06,5.32,2.01,57.0,40.0,3.28,62.0,58.0,0.0,19,6,0 ,175.26,0,0,13
Eddie Gordon,76,1983-07-22,2.03,1.93,32.0,83.0,2.57,63.0,60.0,0.0,8,4,0,182.88,0,0,4
Gary Goodridge,,1966-01-17,1.84,0.4,56.0,100.0,2.14,53.0,48.0,0.8,23,22,1,190.5,0,0,8
Jared Gooden,77,1993-12-05,4.73,0.49,47.0,100.0,6.76,68.0,48.0,0.0,22,9,0,182.88,0,0,5
Lyman Good,74,1985-05-26,5.34,0.27,48.0,100.0,4.01,75.0,63.0,0.0,21,6,0 ,182.88,0,0,6
Erick Gonzalez,75,1992-01-20,2.4,6.0,36.0,55.0,8.08,50.0,40.0,0.0,14,8,0,180.34,0,0,3
Pearl Gonzalez,,1986-08-12,2.23,1.04,37.0,11.0,4.07,0.0,57.0,0.5,6,3,0,162.56,0,0,2
Jason Gonzalez,74,1990-02-28,3.06,0.0,39.0,0.0,3.13,30.0,58.0,1.0,11,5,0,187.96,0,0,4
Lewis Gonzalez,,1987-09-19,1.4,2.0,37.0,33.0,1.87,62.0,41.0,0.0,11,3,0,177.8,0,0,1
Gabriel Gonzaga,76,1979-05-18,2.12,2.8,45.0,39.0,2.94,66.0,57.0,1.1,17,11,0,187.96,0,0,22
Akihiro Gono,68,1974-10-07,2.18,1.01,48.0,84.0,2.67,46.0,63.0,0.5,35,21,8,170.18,0,0,3
William Gomis,73,1997-06-13,2.62,1.06,46.0,60.0,1.49,81.0,75.0,0.7,13,2,0,182.88,0,0,3
Takanori Gomi,70,1978-09-22,3.81,1.23,41.0,65.0,3.52,63.0,60.0,0.8,35,14,0 ,170.18,0,0,13
Silvana Gomez Juarez,65,1984-12-06,4.26,0.0,32.0,0.0,4.04,30.0,61.0,0.0,11,5,0,160.02,0,0,4
Joey Gomez,71,1989-08-29,3.73,2.0,49.0,28.0,3.33,0.0,50.0,0.0,7,1,0,177.8,0,0,2
Joey Gomez,73,1986-07-21,2.44,0.62,28.0,100.0,4.46,50.0,55.0,0.0,6,2,0,177.8,0,0,2
Ulysses Gomez,,1983-05-25,2.72,0.0,25.0,0.0,3.57,0.0,68.0,0.0,9,5,0,167.64000000000001,0,0,2
Denise Gomes,63,1999-12-30,5.07,1.18,49.0,33.0,3.1,50.0,55.0,1.2,8,2,0,157.48000000000002,0,0,3
Marcelo Golm,75,1992-09-15,4.27,0.45,58.0,50.0,4.3,87.0,45.0,0.5,6,3,0,190.5,0,0,4
Hannah Goldy,61,1992-05-18,5.19,0.66,47.0,12.0,4.67,54.0,50.0,0.2,6,4,0,162.56,0,0,5
Billy Goff,72,1998-06-18,10.22,4.04,46.0,40.0,4.3,100.0,64.0,0.0,9,2,0,177.8,0,0,1
Allan Goes,,1971-04-20,0.64,1.75,52.0,40.0,1.35,0.0,41.0,2.6,10,5,2,182.88,0,0,1
Loopy Godinez,61,1993-09-06,4.03,3.82,50.0,47.0,3.52,82.0,62.0,1.3,11,3,0,157.48000000000002,0,0,9
Mark Godbeer,77,1983-11-22,3.97,0.0,53.0,0.0,3.3,28.0,54.0,0.0,13,4,0,193.04,0,0,4
Ricky Glenn,70,1989-04-12,3.94,0.55,43.0,13.0,4.1,68.0,51.0,0.4,22,8,2,182.88,0,0,10
Micheal Gillmore,72,1987-03-28,2.04,0.0,57.0,0.0,3.02,50.0,43.0,0.0,6,5,0,180.34,0,0,2
Jason Gilliam,,,0.79,0.0,33.0,0.0,3.14,0.0,42.0,0.0,14,9,0,182.88,0,0,2
Gregor Gillespie,71,1986-11-13,3.74,6.86,52.0,48.0,2.3,100.0,57.0,0.8,14,1,0,170.18,0,0,8
Trevin Giles,74,1992-08-06,2.97,1.27,53.0,55.0,2.09,71.0,59.0,0.3,16,5,0,182.88,0,0,12
Joey Gilbert,,1976-06-05,0.61,0.0,42.0,0.0,4.44,0.0,31.0,0.0,2,3,0,180.34,0,0,1
Joseph Gigliotti,,1993-08-13,1.04,1.56,39.0,100.0,2.92,50.0,45.0,0.8,7,2,0,180.34,0,0,2
Thomas Gifford,75,1992-07-26,3.97,0.5,37.0,33.0,6.45,33.0,37.0,0.0,14,9,0 ,185.42,0,0,2
